duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,movie_title,num_voted_users,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,budget,title_year,actor_2_facebook_likes,movie_facebook_likes
67,388,Cyndi Lauper,979,Chazz Palminteri,Henry & Me ,83,Danny Aiello,2,bare butt|baseball|children|new york yankees|surrealism,http://www.imdb.com/title/tt1460798/?ref_=fn_tt_tt_1,English,USA,10000000,2014,732,165
95,541,Jon Heder,989,Gary Cole,Christmas Eve ,1091,Cheryl Hines,7,,http://www.imdb.com/title/tt3703148/?ref_=fn_tt_tt_1,English,USA,,2015,970,0
87,601,Esai Morales,708,Teri Polo,We Have Your Husband ,216,Nicholas Gonzalez,1,abduction|based on true story|mexico,http://www.imdb.com/title/tt2063015/?ref_=fn_tt_tt_1,English,USA,5000000,2011,699,58
94,179,Irène Jacob,12000,Nicolas Cage,Dying of the Light ,6964,Tomiwa Edun,1,cia|individualism|mental illness|religion|revenge,http://www.imdb.com/title/tt1274586/?ref_=fn_tt_tt_1,English,Bahamas,5000000,2014,316,0
109,126,Sofia Black-D'Elia,1000,James Frain,Born of War ,237,Lisa Kay,3,fight|mina|murder|revenge|terrorist,http://www.imdb.com/title/tt1554921/?ref_=fn_tt_tt_1,English,UK,5000000,2014,266,190
130,826,Sam Waterston,1000,David Huddleston,Capricorn One ,15988,Hal Holbrook,0,astronaut|hoax|journalist|mission|nasa,http://www.imdb.com/title/tt0077294/?ref_=fn_tt_tt_1,English,USA,5000000,1977,849,2000
,723,Natasha Henstridge,975,Michael Rapaport,Should've Been Romeo ,38,Costas Mandylor,15,,http://www.imdb.com/title/tt1717210/?ref_=fn_tt_tt_1,English,USA,5000000,2012,900,35
88,668,Cody Howard,784,David Raizor,Running Forever ,8,Martin Kove,2,,http://www.imdb.com/title/tt4453560/?ref_=fn_tt_tt_1,English,USA,5000000,2015,763,49
88,1000,Haley Joel Osment,40000,Johnny Depp,Yoga Hosers ,849,Natasha Lyonne,7,part of trilogy|second part,http://www.imdb.com/title/tt3838992/?ref_=fn_tt_tt_1,English,USA,5000000,2016,3000,0
97,538,Michael Dudikoff,741,Mikal Vega,Navy Seals vs. Zombies ,928,Ed Quinn,1,building|infection|navy seal|shot through the head|zombie,http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1,English,USA,,2015,615,0
113,4,Ivan Barnev,61,Julia Jentsch,I Served the King of England ,6183,Milan Lasica,1,hotel|legs|lingerie|waiter|wealth,http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1,Czech,Czech Republic,84450000,2006,12,1000
99,269,Moritz Bleibtreu,595,Udo Kier,Soul Kitchen ,29203,Birol Ünel,3,2000s|burglar|chef|cook|restaurant,http://www.imdb.com/title/tt1244668/?ref_=fn_tt_tt_1,German,Germany,4000000,2009,486,0
148,263,Dwight Yoakam,3000,Robert Duvall,Sling Blade ,72443,J.T. Walsh,0,friend|mental institution|murder|repair shop|small town,http://www.imdb.com/title/tt0117666/?ref_=fn_tt_tt_1,English,USA,890000,1996,324,0
107,537,Imelda Staunton,874,Isaac Hempstead Wright,The Awakening ,46347,Joseph Mawle,1,boarding school|boy|british horror|ghost|school,http://www.imdb.com/title/tt1687901/?ref_=fn_tt_tt_1,English,UK,3000000,2011,579,10000
93,581,Takashi Miike,1000,Jay Hernandez,Hostel ,138814,Rick Hoffman,0,bratislava|hostel|sadistic horror|torture|travel,http://www.imdb.com/title/tt0450278/?ref_=fn_tt_tt_1,English,USA,4800000,2005,1000,0
94,427,Shirley Henderson,1000,Steve Coogan,Tristram Shandy: A Cock and Bull Story ,11202,Dylan Moran,0,actor playing himself|battle|boots|penis|womb,http://www.imdb.com/title/tt0423409/?ref_=fn_tt_tt_1,English,UK,2800000,2005,887,750
121,41,Shea Whigham,982,Katy Mixon,Take Shelter ,68211,Robert Longstreet,0,ambiguous ending|firefly|mysterious event|schizophrenia|storm,http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1,English,USA,5000000,2011,463,14000
118,339,Lukas Haas,968,Alex Rocco,Lady in White ,4695,Katherine Helmond,0,1960s|boy|ghost|murder|small town,http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1,English,USA,4700000,1988,733,0
98,621,Julie Walters,10000,Rupert Grint,Driving Lessons ,9611,Tamsin Egerton,0,actress|coming of age|retired actress|teenage boy|vomiting,http://www.imdb.com/title/tt0446687/?ref_=fn_tt_tt_1,English,UK,,2006,838,864
82,316,Greg Grunberg,927,Donald Faison,Let's Kill Ward's Wife ,4247,Dagmara Dominczyk,2,apology|death|group of friends|sex|toilet,http://www.imdb.com/title/tt2980708/?ref_=fn_tt_tt_1,English,USA,5000000,2014,833,0
101,14,Lou Perryman,237,Bill Johnson,The Texas Chainsaw Massacre 2 ,19234,Jim Siedow,3,chainsaw|chainsaw murder|human monster|music score composed by director|obscene finger gesture,http://www.imdb.com/title/tt0092076/?ref_=fn_tt_tt_1,English,USA,4700000,1986,28,0
106,372,Bob Dylan,773,James Coburn,Pat Garrett & Billy the Kid ,13467,Jason Robards,0,bare breasts|flogging|human branding|man slaps a woman|manhunt,http://www.imdb.com/title/tt0070518/?ref_=fn_tt_tt_1,English,USA,4638783,1973,476,0
90,428,Kristin Scott Thomas,33000,Ryan Gosling,Only God Forgives ,83234,Yayaying Rhatha Phongam,1,brutal cop|drug dealer|punishment|thai boxing|vengeance,http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1,English,Denmark,4800000,2013,1000,30000
79,20,Isild Le Besco,226,Denis Lavant,Camping sauvage ,262,Emmanuelle Bercot,0,cabin|girl fight|jealousy|sailing boat|tent,http://www.imdb.com/title/tt0451673/?ref_=fn_tt_tt_1,French,France,,2005,40,11
87,329,Kate del Castillo,571,Maria Conchita Alonso,Without Men ,1427,Camryn Manheim,6,bare chested male|journalist|passion|pregnancy|woman in underwear,http://www.imdb.com/title/tt1547090/?ref_=fn_tt_tt_1,English,USA,4700000,2011,345,491
,0,Diganth,5,Bhama,Barfi ,57,Dileep Raj,2,,http://www.imdb.com/title/tt3099638/?ref_=fn_tt_tt_1,Kannada,India,,2013,0,2
105,16,Sharon Small,18000,Gerard Butler,Dear Frankie ,18940,Jack McElhone,0,boy|dock|letter|seaside|stranger,http://www.imdb.com/title/tt0377752/?ref_=fn_tt_tt_1,English,UK,,2004,66,2000
89,413,Gary Farmer,584,Keith Carradine,All Hat ,436,Stephen McHattie,2,contemporary west|cowboy|horse|jockey|neo western,http://www.imdb.com/title/tt0903131/?ref_=fn_tt_tt_1,English,Canada,5000000,2007,580,31
100,9,Jacques Gamblin,74,Sara Forestier,The Names of Love ,6304,Zinedine Soualem,1,activist|promiscuous daughter|promiscuous woman|sex in a bed|voyeurism,http://www.imdb.com/title/tt1646974/?ref_=fn_tt_tt_1,French,France,4600000,2010,52,0
92,140,Douglas Smith,943,Zoë Kravitz,Treading Water ,421,Kim Ly,1,,http://www.imdb.com/title/tt2091427/?ref_=fn_tt_tt_1,English,Mexico,4700000,2013,480,199
97,577,Elena Anaya,13000,Eddie Redmayne,Savage Grace ,8867,Stephen Dillane,1,incest|male nudity|older man younger woman relationship|orgasm|son murders mother,http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1,English,Spain,4600000,2007,1000,0
100,3,Matthew Sunderland,109,William Kircher,Out of the Blue ,2776,Paul Glover,0,true crime,http://www.imdb.com/title/tt0839938/?ref_=fn_tt_tt_1,English,New Zealand,,2006,10,285
96,542,Bubba Smith,801,Steve Guttenberg,Police Academy ,87739,Michael Winslow,0,misfit|police|police academy|police cadet|police officer,http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1,English,USA,4500000,1984,760,0
104,83,Christopher Atkins,1000,Brooke Shields,The Blue Lagoon ,50125,Leo McKern,0,coming of age|island|poison|teenage boy|teenage girl,http://www.imdb.com/title/tt0080453/?ref_=fn_tt_tt_1,English,USA,4500000,1980,511,0
117,239,James Fleet,1000,Kristin Scott Thomas,Four Weddings and a Funeral ,107923,Simon Callow,4,1990s|chick flick|funeral|gay relationship|wedding,http://www.imdb.com/title/tt0109831/?ref_=fn_tt_tt_1,English,UK,4500000,1994,398,0
90,811,Judge Reinhold,1000,Jennifer Jason Leigh,Fast Times at Ridgemont High ,71217,Vincent Schiavelli,1,break up|california|high school|surfer|teacher,http://www.imdb.com/title/tt0083929/?ref_=fn_tt_tt_1,English,USA,4500000,1982,901,0
115,68,Richard Basehart,232,Royal Dano,Moby Dick ,13474,James Robertson Justice,0,obsession|revenge|ship|whale|whaling,http://www.imdb.com/title/tt0049513/?ref_=fn_tt_tt_1,English,USA,4500000,1956,169,0
108,346,Rosario Dawson,22000,Philip Seymour Hoffman,25th Hour ,149528,Aaron Stanford,0,bar|dream|drug dealing|nightclub|widower,http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1,English,USA,15000000,2002,3000,0
43,298,Indiana Evans,562,Dan Fogler,Secrets and Lies             ,6762,KaDee Strickland,0,,http://www.imdb.com/title/tt3516878/?ref_=fn_tt_tt_1,English,USA,,,560,2000
109,126,Kevin Michael Richardson,3000,Christopher Meloni,Bound ,41138,Peter Spellos,0,gangster|lesbian|mafia|money|neo noir,http://www.imdb.com/title/tt0115736/?ref_=fn_tt_tt_1,English,USA,4500000,1996,441,2000
102,167,Mark Margolis,1000,Ellen Burstyn,Requiem for a Dream ,573541,Louise Lasser,0,addiction|diet pill|drug addiction|fast motion scene|heroin,http://www.imdb.com/title/tt0180093/?ref_=fn_tt_tt_1,English,USA,4500000,2000,1000,38000
100,37,Jeanne Crain,188,Dana Andrews,State Fair ,2756,Frank McHugh,2,fair|farm|iowa|newspaper|state fair,http://www.imdb.com/title/tt0038116/?ref_=fn_tt_tt_1,English,USA,,1945,135,501
115,4,Juan Luis Galiardo,341,Mía Maestro,Tango ,2412,Miguel Ángel Solá,3,dancer|director|love|musical filmmaking|tango,http://www.imdb.com/title/tt0120274/?ref_=fn_tt_tt_1,Spanish,Spain,700000000,1998,26,539
122,491,John Savage,854,Jim Belushi,Salvador ,15175,Juan Fernández,0,1980s|el salvador|political thriller|reagan administration|war journalism,http://www.imdb.com/title/tt0091886/?ref_=fn_tt_tt_1,English,UK,4500000,1986,652,1000
98,402,Sarah Drew,589,Alex Kendrick,Moms' Night Out ,10483,Patricia Heaton,,blogger|pastor|reference to the shawshank redemption|taser|tasered,http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1,English,USA,5000000,2014,416,0
133,701,Mary McDonnell,15000,Jake Gyllenhaal,Donnie Darko ,580999,James Duval,1,1980s|death|insanity|parallel universe|time travel,http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1,English,USA,4500000,2001,933,33000
105,122,Gerardo Taracena,274,Jaime Camil,Saving Private Perez ,1592,Joaquín Cosio,6,conflicted hero|flashback|mission|rescue|rescue mission,http://www.imdb.com/title/tt0461336/?ref_=fn_tt_tt_1,Spanish,Mexico,,2011,154,0
122,3,Fedja van Huêt,25,Jan Decleir,Character ,9171,Hans Kesting,1,bailiff|lawyer|office|police|school,http://www.imdb.com/title/tt0119448/?ref_=fn_tt_tt_1,Dutch,Netherlands,4500000,1997,20,689
106,391,Nicholas Gonzalez,835,Patrick Fugit,Spun ,32357,Debbie Harry,0,male nudity|meth|meth lab|nudity|speed freak,http://www.imdb.com/title/tt0283003/?ref_=fn_tt_tt_1,English,USA,2000000,2002,601,3000
