director_name,num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Guy Hamilton,136,121,189,Geoffrey Holder,581,35400000,Yaphet Kotto,Live and Let Die ,74957,1865,Clifton James,3,british|cards|heroin|murder|tarot card,251,English,547,6.8,1.66,0
Jay Russell,79,95,430,Frankie Muniz,1000,34099640,Clint Howard,My Dog Skip ,16651,2515,Cody Linley,0,1940s|dog|mississippi|puppy|veteran,149,English,934,7.0,1.37,0
Adam Brooks,160,112,61,Sakina Jaffrey,16000,31973840,Ryan Reynolds,Definitely, Maybe ,127760,16289,Paulina Gerzon,5,college|daughter|girl|sex|wisconsin,168,English,109,7.2,2.35,0
Salim Akil,52,112,826,Loretta Devine,1000,37295394,Gary Dourdan,Jumping the Broom ,7973,5959,Laz Alonso,8,martha's vineyard|mother|older woman younger man relationship|wedding|weekend,59,English,912,5.7,1.85,0
Baz Luhrmann,490,143,76,Elizabeth Debicki,29000,144812796,Leonardo DiCaprio,The Great Gatsby ,362933,29769,Steve Bisley,4,ingratitude|mansion|party|title appears in writing|tragedy,753,English,509,7.3,2.35,115000
George Clooney,351,93,566,Tate Donovan,21000,31501218,Robert Downey Jr.,Good Night, and Good Luck. ,84070,22745,Alex Borstein,0,cbs|expose|fear|paranoia|reporter,526,English,650,7.5,1.85,0
Bennett Miller,271,110,27,Michael J. Burg,22000,28747570,Philip Seymour Hoffman,Capote ,100571,22140,Kwesi Ameyaw,1,book|holcomb kansas|kansas|killer|truman capote,416,English,68,7.4,2.35,0
Robert Rodriguez,93,104,4000,Steve Buscemi,16000,25625110,Quentin Tarantino,Desperado ,138707,33758,Salma Hayek,0,crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many,202,English,12000,7.2,1.85,0
Michael Winterbottom,71,115,887,Sarah Polley,14000,403932,Milla Jovovich,The Claim ,5254,17104,Shirley Henderson,4,gold|gold mine|miner|railroad|surveyor,92,English,900,6.5,2.35,141
,54,53,1000,Adam Goldberg,4000,,Kirsten Dunst,Fargo             ,170055,19949,Oliver Platt,0,anthology|death|insurance salesman|minnesota|police officer,173,English,1000,9.0,1.78,61000
Michael Anderson,112,119,440,Jenny Agutter,1000,25000000,Farrah Fawcett,Logan's Run ,39847,2951,Peter Ustinov,1,cat|computer|cult film|runner|sanctuary,242,English,659,6.8,2.35,0
Guy Hamilton,118,125,244,Hervé Villechaize,16000,21000000,Christopher Lee,The Man with the Golden Gun ,73950,17611,Desmond Llewelyn,3,assassin|bikini|girl in a bikini|mission|secret agent,258,English,387,6.8,1.66,2000
Craig R. Baxley,35,96,794,Vanity,1000,20257000,Bill Duke,Action Jackson ,7569,5282,Carl Weathers,2,murder|power|psychotronic|tough cop|union,65,English,841,5.2,1.85,978
Neil Marshall,342,100,159,Shauna Macdonald,513,26005908,MyAnna Buring,The Descent ,154938,1379,Craig Conway,0,cave|expedition|friendship between women|group of friends|survival horror,1100,English,239,7.2,2.35,10000
Don Kempf,14,46,69,Michael Jordan,13000,18642318,Bill Murray,Michael Jordan to the Max ,1723,13448,Bob Costas,0,basketball|basketball player|character name in title|chicago bulls|imax,13,English,366,7.5,1.44,407
Matt Bettinelli-Olpin,137,89,270,Allison Miller,971,15818967,Zach Gilford,Devil's Due ,13913,2517,Vanessa Ray,0,eiffel tower at night|honeymoon|implied insemination|party|taxi driver,120,English,479,4.0,1.85,0
David O. Russell,50,92,380,Mary Tyler Moore,718,14891000,Lily Tomlin,Flirting with Disaster ,15088,2240,David Patrick Kelly,3,adoption|armpit fetish|mistaken identity|new mexico|overalls,105,English,524,6.8,1.85,824
Rob Zombie,261,109,597,Ken Foree,1000,16901126,Sid Haig,The Devil's Rejects ,76267,3544,Lew Temple,0,escape|police|road trip|sheriff|texas,687,English,649,6.9,1.85,0
,96,44,970,Alyson Hannigan,4000,,Sarah Michelle Gellar,Buffy the Vampire Slayer             ,101902,7970,Emma Caulfield,0,action heroine|coming of age|destiny|double life|vampire,665,English,3000,8.2,1.33,6000
Rick Famuyiwa,180,103,190,Rick Fox,637,17474107,Kimberly Elise,Dope ,56605,1342,Kiersey Clemons,3,african american|geek|hip hop|party|tomboy,89,English,256,7.3,2.35,23000
Michael Rymer,28,95,826,Omar Epps,1000,14003141,LL Cool J,In Too Deep ,4598,4837,Nia Long,1,cunnilingus|oral sex|police|sex scene|undercover,29,English,865,6.1,2.35,375
Sam Mendes,750,143,393,Helen McCrory,883,304360277,Albert Finney,Skyfall ,522048,2039,Rory Kinnear,0,brawl|childhood home|computer cracker|intelligence agency|terrorist cell,1498,English,563,7.8,2.35,80000
Rob Zombie,202,105,303,Matthew McGrory,1000,12583510,Sid Haig,House of 1000 Corpses ,60709,2444,Erin Daniels,0,actor playing multiple roles|axe|dark comedy|masked man|sadism,922,English,340,6.0,1.85,0
Sharron Miller,8,79,23,Elizabeth MacRae,246,,Bernard Fox,Alien Zone ,440,345,Charles Aidman,0,affair|child murderer|mortician|strangulation|supernatural power,21,English,29,4.1,,44
Ethan Coen,341,106,98,Fred Melamed,816,9190525,Michael Stuhlbarg,A Serious Man ,102125,1120,Peter Breitmayer,1,bar mitzvah|jewish|marital breakup|nose job|rabbi,324,English,105,7.0,1.85,10000
Aaron Schneider,160,100,970,Robert Duvall,13000,9176553,Bill Murray,Get Low ,19147,19330,Bill Cobbs,1,funeral|funeral home|hermit|party|secret,97,English,3000,7.1,2.35,0
Steve Miner,31,103,304,Richard E. Grant,687,9094451,Julian Sands,Warlock ,11668,1990,Lori Singer,0,17th century|book|death|warlock|witch hunter,79,English,554,6.2,1.85,0
Gina Prince-Bythewood,71,116,658,Nate Parker,893,14612840,Minnie Driver,Beyond the Lights ,11191,3110,Darryl Stephens,1,domestic abuse|public humiliation|sex symbol|singer|suicide attempt,37,English,664,6.9,,0
Tom Ford,281,99,292,Teddy Sears,14000,9166863,Colin Firth,A Single Man ,83182,14816,Keri Lynn Pratt,2,car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation,247,English,343,7.6,2.35,16000
Martin Scorsese,114,164,159,Barbara Hershey,883,8373585,Irvin Kershner,The Last Temptation of Christ ,39680,1934,Roberts Blossom,0,carpenter|exorcism|faith|reference to jesus christ|temptation,308,English,618,7.6,1.85,0
Michael Corrente,72,96,407,George Wendt,761,7292175,Jonathan Brandis,Outside Providence ,7736,2018,Shawn Hatosy,3,class|cornwall connecticut|dog|friend|pawtucket rhode island,100,English,412,6.4,1.85,0
Gurinder Chadha,119,122,397,Martin Henderson,729,6601079,Indira Varma,Bride & Prejudice ,17436,2321,Anupam Kher,1,bollywood|india|jane austen|london england|travel,276,English,579,6.2,2.35,0
Phillip Noyce,74,94,46,David Gulpilil,116,6165429,Roy Billing,Rabbit-Proof Fence ,23486,312,Deborah Mailman,1,aborigine|based on true story|colonialism|fence|half caste,249,Aboriginal,93,7.5,2.35,0
Don Michael Paul,25,93,442,Faizon Love,692,5694308,Jeffrey Jones,Who's Your Caddy? ,13815,3128,Lil' Wayne,0,2000s|golf caddy|golf course|golfer|question mark in title,46,English,585,2.0,1.85,446
Tony Maylam,39,96,38,Alun Armstrong,206,5430822,Michael J. Pollard,Split Second ,8391,493,Alastair Duncan,0,appearing from water|breasts|creature|partner|water,75,English,192,6.2,1.85,0
,27,60,346,Xander Berkeley,787,,Melinda Clarke,Nikita             ,42402,2352,Aaron Stanford,1,assassin|death|female protagonist|rogue|training,83,English,485,7.7,16.0,0
Mitch Davis,27,113,35,Nathaniel Lees,11000,4720371,Anne Hathaway,The Other Side of Heaven ,3203,11116,Miriama Smith,2,1950s|idaho|love|missionary|mormon,85,English,43,6.5,1.85,650
,11,60,652,Ashley Scott,10000,,Jensen Ackles,Dark Angel             ,25329,12051,John Savage,1,cat burglar|female lead|future|mixed martial arts|post apocalypse,160,English,794,7.4,1.33,0
Yash Chopra,29,192,397,Preity Zinta,8000,2921738,Shah Rukh Khan,Veer-Zaara ,34449,9984,Anupam Kher,0,fair|pakistan|prison|rescue|stranded,119,Hindi,860,7.9,2.35,2000
David Mamet,158,99,501,Randy Couture,1000,2344847,Alice Braga,Redbelt ,18561,2158,Jose Pablo Cantillo,0,bar|debt|fight|instructor|jujitsu,119,English,518,6.8,2.35,0
Jay Duplass,223,91,224,Tim Guinee,490,7455447,Matt Walsh,Cyrus ,29967,1136,Katie Aselton,2,21 year old|forename as title|musician|party|rearview mirror,126,English,259,6.3,1.85,0
Kevin Brodie,25,100,359,Cheryl Ladd,655,2148212,Bruce McGill,A Dog of Flanders ,781,1906,Jack Warden,0,artist|box office flop|dog|drawing|flanders,20,English,476,6.3,1.85,157
Paul Schrader,97,105,617,Michael McKean,783,2062066,Ed Begley Jr.,Auto Focus ,11387,2684,Kurt Fuller,3,friendship|photography|radio|sex addict|video,147,English,658,6.6,1.85,357
George Hickenlooper,117,99,628,Jimmy Fallon,4000,1654367,Hayden Christensen,Factory Girl ,18355,6526,Beth Grant,0,andy warhol|female nudity|public nudity|singer|socialite,106,English,787,6.4,1.85,3000
Lynne Ramsay,389,112,77,Siobhan Fallon Hogan,3000,1738692,Ezra Miller,We Need to Talk About Kevin ,95529,3547,Ashley Gerasimovich,0,archery|defiance|mental illness|psychopath|toilet training,301,English,294,7.5,2.35,38000
John Stephenson,9,100,149,Hans Matheson,2000,2209479,Samantha Barks,The Christmas Candle ,844,2909,Lesley Manville,0,angel|candle|christmas|miracle|village,34,English,627,5.8,,962
Tim Chambers,34,99,455,Marley Shelton,1000,1889522,Ellen Burstyn,The Mighty Macs ,1119,2589,Jennifer Butler,2,basketball|catholic|coach|college|nun,12,English,690,6.5,2.35,797
Curtis Hanson,7,100,172,Shelley Long,10000,,Tom Cruise,Losin' It ,3114,11059,Rick Rossovich,0,apostrophe in title|bare breasts|friendship between men|teen sex comedy|two word title,16,English,422,4.8,,168
Rodrigo García,161,125,798,Jimmy Smits,6000,1110286,Naomi Watts,Mother and Child ,9727,8876,Carla Gallo,6,adoption|baby|girl|lawyer|sex,65,English,941,7.2,2.35,0
Dick Richards,6,107,375,Terence Hill,963,1000000,Catherine Deneuve,March or Die ,2215,2209,Jack O'Halloran,1,arab|bare chested male|foreign legion|french foreign legion|morocco,26,English,750,6.3,1.85,122
Jean-Marie Poiré,16,107,39,Isabelle Nanty,106,700000,Christian Clavier,Les visiteurs ,24438,215,Valérie Lemercier,1,distant past|future time travel|nobleman|squire|trapped in the past,78,French,54,7.0,2.35,0
Sofia Coppola,301,97,106,Chris Pontius,227,1768416,Nathalie Fay,Somewhere ,35848,684,Erin Wasson,0,actor|boredom|luxury hotel|party|trip,198,English,218,6.3,1.85,0
Bob Gosse,52,105,184,Susie Abromeit,756,1425993,Geoff Stults,I Hope They Serve Beer in Hell ,7412,1417,Derek Wayne Johnson,1,bachelor party|bare butt|loud sex|sex standing up|topless female nudity,72,English,216,5.3,2.35,0
Alex Zamm,12,95,611,Raquel Welch,1000,306715,Taylor Negron,Chairman of the Board ,5143,5213,Larry Miller,1,box office flop|company|invention|roommate|surfer,62,English,788,2.3,1.85,724
Spencer Susser,134,106,973,Natalie Portman,23000,382946,Joseph Gordon-Levitt,Hesher ,43965,44969,Rainn Wilson,0,bully|car|car accident|fire|vomiting,99,English,20000,7.1,2.35,19000
Richard Shepard,151,93,13,Mark Wingett,554,518134,Richard E. Grant,Dom Hemingway ,21243,1105,Richard Graham,2,male frontal nudity|male nudity|male rear nudity|nudity|sex scene,66,English,524,6.2,2.35,0
Gus Van Sant,103,103,,Casey Affleck,13000,236266,Matt Damon,Gerry ,15104,13000,,0,desert|friend|friendship|minimal dialogue|water,290,English,0,6.2,2.35,0
Thaddeus O'Sullivan,39,96,52,Luke Newberry,766,196067,Olivia Williams,The Heart of Me ,1966,1251,Eleanor Bron,3,1930s|car accident|hospital|marital rape|painter,25,English,358,6.7,1.85,97
Peter Sollett,133,103,935,Josh Charles,7000,532988,Steve Carell,Freeheld ,5863,9660,Luke Grimes,0,cancer|gay bar|lesbian kiss|partner|public hearing,25,English,1000,6.5,1.85,0
Shari Springer Berman,104,108,281,Marian Seldes,474,453079,Lynn Cohen,The Extra Man ,4124,2029,Dan Hedaya,4,co worker|escort|magazine|teacher|writer,29,English,403,5.9,2.35,916
Aleksey German,121,177,0,Yuriy Tsurilo,4,,Leonid Yarmolnik,Hard to Be a God ,2518,8,Valentin Golubenko,0,fictional war|hanging|male full frontal nudity|medieval times|nudity,28,Russian,4,6.7,1.66,1000
Stephen Milburn Anderson,27,118,410,Mike Starr,26000,46451,Chris Hemsworth,Ca$h ,7663,27756,Paul Sanchez,2,cash|financial problem|heist|land rover|mortgage,38,English,854,6.0,1.85,694
Richard E. Grant,49,97,530,Julie Walters,876,233103,Emily Watson,Wah-Wah ,2670,2544,Miranda Richardson,3,alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife,50,English,838,6.9,2.35,311
Troy Duffy,100,102,184,David Della Rocco,12000,,Norman Reedus,The Boondock Saints ,197845,12680,Bob Marley,2,fbi|fbi agent|friend|irish|mafia,876,English,333,7.9,2.35,16000
David Lam,12,92,4,Louis Koo,91,,Michael Wong,Z Storm ,383,198,Stephen Au,1,,1,Cantonese,82,5.3,2.35,55
Francis Ford Coppola,112,88,507,Bruce Dern,1000,,Alden Ehrenreich,Twixt ,8589,3150,Joanne Whalley,0,ghost|hotel|murder|stake|what happened to epilogue,70,English,844,4.8,1.85,0
Vladlen Barbe,10,80,26,Wendee Lee,99,,Erin Fitzgerald,Snow Queen ,1159,218,Ivan Okhlobystin,1,3d,9,Russian,62,5.3,,453
Richard Rich,2,45,29,Kate Higgins,122,,Debi Derryberry,Alpha and Omega 4: The Legend of the Saw Toothed Cave ,192,236,Cindy Robinson,0,blindness|cave|spirit|wolf|wolf cub,6,,35,6.0,,41
Clint Eastwood,38,115,240,Chris Penn,16000,41400000,Clint Eastwood,Pale Rider ,39451,17209,Sydney Penny,0,gold|miner|preacher|prospector|sheriff,138,English,455,7.3,2.35,0
Robert C. Cooper,18,97,687,Christopher Judge,878,,Ben Browder,Stargate: The Ark of Truth ,15862,4334,Julian Sands,5,2000s|evil god|space opera|stargate|wormhole,42,English,847,7.4,1.78,389
Richard Linklater,152,102,787,Adam Goldberg,14000,7993039,Milla Jovovich,Dazed and Confused ,120036,18643,Cole Hauser,1,football|hazing|high school|last day of school|pledge,408,English,1000,7.7,1.85,10000
Kenny Ortega,44,111,578,Corbin Bleu,755,,Lucas Grabeel,High School Musical 2 ,39786,3009,Olesya Rulin,5,2000s|basketball|country club|lifeguard|talent show,162,English,632,4.8,1.78,586
Kim Nguyen,6,96,63,Justin Edward Seale,149,,Gordon Pinsent,Two Lovers and a Bear ,33,414,John Ralston,0,,6,English,147,7.2,2.35,187
Jackie Earle Haley,46,94,493,Edi Gathegi,15000,,Rex Baker,Criminal Activities ,5255,17377,Travis Aaron Wade,3,african american gangster|falling to death|in over one's head|murder|surveillance,38,English,725,5.8,2.35,0
Max Färberböck,63,125,36,Johanna Wokalek,177,927107,Heike Makatsch,Aimee & Jaguar ,5153,333,Maria Schrader,1,lesbian mother|lesbian parent|lesbian relationship|lesbian romance|lesbianism,51,German,66,7.3,1.85,687
Arie Posin,74,108,436,John Heard,710,49526,Rory Culkin,The Chumscrubber ,16299,2119,Tim DeKay,1,chumscrubber|death|friend|pills|school,129,English,697,7.0,2.35,1000
Damian Nieman,25,101,83,Jason Cerbone,240,10696,Glenn Plummer,Shade ,10771,490,Mark De Alessandro,8,bar|strip club|stripper|texas hold 'em|thong,65,English,83,6.4,2.35,413
Mark Tonderai,224,101,261,Nolan Gerard Funk,34000,31607598,Jennifer Lawrence,House at the End of the Street ,58366,35717,Gil Bellows,1,brother sister relationship|death of sister|female protagonist|mother daughter relationship|murder,160,English,924,5.6,2.35,10000
Denis Villeneuve,226,139,58,Mélissa Désormeaux-Poulin,131,6857096,Lubna Azabal,Incendies ,80429,343,Ahmad Massad,0,brother sister relationship|family relationships|middle east|mother son relationship|twin brother and sister,156,French,66,8.2,1.85,37000
Gabriele Muccino,36,125,11,Silvio Muccino,60,223878,Laura Morante,Remember Me, My Love ,3548,132,Giulia Michelini,1,box office hit|dancer|sex scene|television|underage sex,21,Italian,29,6.5,2.35,282
Ian Fitzgibbon,54,88,415,Brendan Coyle,1000,828,Jim Broadbent,Perrier's Bounty ,5133,2728,Michael McElhatton,8,burglary|estranged father|money|neighbor|thug,31,English,418,6.4,2.35,663
José Padilha,142,115,15,Fernanda Machado,585,8060,Wagner Moura,Elite Squad ,81644,666,André Ramiro,1,brazil|military police|police|rio de janeiro brazil|slum,107,Portuguese,39,8.1,1.85,11000
John R. Leonetti,271,99,300,Annabelle Wallis,1000,84263837,Alfre Woodard,Annabelle ,81699,2323,Gabriel Bateman,0,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,291,English,421,5.4,2.35,45000
Rachel Perkins,33,88,38,Magda Szubanski,46,110029,Deborah Mailman,Bran Nue Dae ,1388,225,Jessica Mauboy,7,australia|journey|love|priest|traveling,31,English,46,6.3,2.35,479
John Singleton,64,112,15,Lloyd Avery II,27,57504069,John Cothran,Boyz n the Hood ,94139,106,Na'Blonka Durden,2,drugs|escape|football|friend|violence,183,English,26,7.8,1.85,0
Luis Valdez,18,108,51,Rosanna DeSoto,699,54215416,Esai Morales,La Bamba ,21409,936,Danielle von Zerneck,1,crash|hispanic|interracial relationship|interracial romance|racism,63,English,63,6.8,1.85,0
Alan Alda,6,107,146,Len Cariou,804,,Rita Moreno,The Four Seasons ,3157,1285,Sandy Dennis,2,directed by star|friendship|reference to isaac newton|skinny dipping|written and directed by cast member,33,English,167,7.2,1.85,337
Brian De Palma,121,104,517,David Margulies,754,31899000,Angie Dickinson,Dressed to Kill ,23986,2442,Nancy Allen,0,apartment|elevator|murder|psychiatrist|sunglasses,201,English,567,7.1,2.35,0
Stephen Sommers,14,108,689,Frances Conroy,876,24103594,Curtis Armstrong,The Adventures of Huck Finn ,6384,4840,Anne Heche,0,boy|lesson|mississippi river|river|slave,54,English,827,6.2,1.85,391
Doug Liman,137,102,376,Jay Mohr,900,16842303,Sarah Polley,Go ,59474,2475,Scott Wolf,3,drug deal|drugs|sex|sex on stairs|strip club,418,English,563,7.3,2.35,0
Nicole Holofcener,111,88,180,Marin Hinkle,435,13367101,Greg Germann,Friends with Money ,19715,1140,Jake Cherry,2,friend|friendship|marital problem|money problems|nervous breakdown,166,English,230,5.9,2.35,515
Robert Wise,57,115,45,Paula Kelly,116,,David Wayne,The Andromeda Strain ,25857,394,Eric Christmas,0,alien|baby|new mexico|satellite|scientist,171,English,112,7.2,2.35,0
Louis Morneau,97,91,91,Bob Gunton,730,10149779,Leon,Bats ,8294,1405,Ned Bellamy,0,animal attack|bat|creature feature|experiment|mad scientist,160,English,461,3.6,2.35,342
Caroline Link,73,141,8,Juliane Köhler,56,6173485,Merab Ninidze,Nowhere in Africa ,10672,105,Matthias Habich,0,breasts|farm|jew|kenya|tween girl,84,English,36,7.7,2.35,802
Steve McQueen,486,101,726,Nicole Beharie,13000,4000304,Michael Fassbender,Shame ,145395,15230,James Badge Dale,0,female frontal nudity|female nudity|male nudity|sex addict|sex addiction,375,English,898,7.3,2.35,23000
Matthew Vaughn,149,105,466,Sally Hawkins,27000,2338695,Tom Hardy,Layer Cake ,134070,29277,Jamie Foreman,1,cake|cocaine|drugs|pills|serbian,263,English,594,7.4,2.35,0
Sterling Van Wagenen,4,100,266,Eric Johnson,1000,2024854,Emily Podleski,The Work and the Glory II: American Zion ,564,1942,Brenda Strong,2,estrangement|missouri|mormon|mormon church|mormon temple,21,English,373,6.6,2.35,19
Zal Batmanglij,200,116,782,Julia Ormond,10000,2268296,Alexander Skarsgård,The East ,41856,13180,Jason Ritter,4,anarchist|corporation|greedy institution|vomiting|watching television,119,English,918,6.9,2.35,12000
Michael Mayer,84,97,874,Matt Frewer,18000,1029017,Robin Wright,A Home at the End of the World ,12049,21107,Sissy Spacek,2,hand job|hugging|long hair|new york city|two men one woman,135,English,986,6.8,2.35,1000
Hans Petter Moland,28,106,0,Sara-Marie Maltha,844,64148,Charlotte Rampling,Aberdeen ,2601,846,Stellan Skarsgård,0,death|ferry|lawyer|norway|vomiting,35,English,2,7.3,1.85,260
Oren Moverman,217,105,706,Yaya DaCosta,12000,66637,Steve Buscemi,The Messenger ,29608,14462,Eamonn Walker,0,captain|casualty notification|casualty notification team|sergeant|staff sergeant,92,English,712,7.2,2.35,0
Ian Sharp,12,102,368,Jed Brophy,1000,,Ray Winstone,Tracker ,2892,1904,Temuera Morrison,0,one word title,18,English,433,6.5,2.35,830
Anton Corbijn,183,122,471,Samantha Morton,845,871577,Sam Riley,Control ,51353,2614,Alexandra Maria Lara,1,band|employment agency|singer|stage fright|suicide,143,English,631,7.7,2.35,13000
James Cameron,204,107,255,Brian Thompson,2000,38400000,Michael Biehn,The Terminator ,600266,3582,Paul Winfield,1,cyborg|future war|robot|shootout in a police station|urban setting,692,English,663,8.1,1.85,13000
Wolfgang Becker,153,121,43,Chulpan Khamatova,65,4063859,Florian Lukas,Good Bye Lenin! ,114407,200,Burghart Klaußner,2,coma|east germany|german democratic republic|germany|heart attack,225,German,51,7.7,1.85,11000
Tom Hooper,145,98,27,Mark Bazeley,1000,449558,Stephen Graham,The Damned United ,32307,1163,Maurice Roëves,2,cup|derby county|flashback|football|leeds united,75,English,54,7.6,1.85,0
Dan O'Bannon,203,108,358,Clu Gulager,431,,Linnea Quigley,The Return of the Living Dead ,39856,2020,Beverly Randolph,0,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,300,English,426,7.3,1.85,0
,10,55,5,Fortunato Cerlino,18,,Maria Pia Calzone,Gomorrah             ,9638,39,Marco D'Amore,5,,25,Italian,9,8.7,1.85,0
Kevin Smith,93,123,781,Jason Mewes,1000,2122561,Ethan Suplee,Mallrats ,99033,3254,Joey Lauren Adams,6,comic|ex girlfriend|jay and silent bob|mall|teenager,434,English,898,7.2,1.85,0
Randal Kleiser,124,110,898,Stockard Channing,1000,181360000,Olivia Newton-John,Grease ,170027,5127,Sid Caesar,2,automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959,350,English,944,7.2,2.35,13000
Oliver Stone,120,120,576,Tom Berenger,40000,137963328,Johnny Depp,Platoon ,291603,42028,Kevin Dillon,0,1960s|famous score|hero|vietnam|vietnam war,505,English,854,8.1,1.85,9000
Michael Moore,288,122,282,Stevie Wonder,503,119078393,Osama bin Laden,Fahrenheit 9/11 ,113152,1448,Ricky Martin,0,anti war|interview|iraq|paranoia|war on terrorism,1416,English,328,7.5,1.85,0
George Roy Hill,130,110,399,Ted Cassidy,640,102308900,Katharine Ross,Butch Cassidy and the Sundance Kid ,152089,2169,Kenneth Mars,1,bolivia|gang|outlaw|posse|train,309,English,566,8.1,2.35,0
Robert Stevenson,145,139,266,Glynis Johns,382,102300000,Ed Wynn,Mary Poppins ,107408,2045,Elsa Lanchester,2,banker|female protagonist|live action and animation|magic|nanny,259,English,279,7.8,1.66,0
Robert Redford,62,124,535,Elizabeth McGovern,2000,54800000,Adam Baldwin,Ordinary People ,35130,5122,Judd Hirsch,3,choir|death|friend|suicide|therapy,283,English,553,7.8,1.85,0
Frank Coraci,188,120,447,Steve Coogan,1000,24004159,Jim Broadbent,Around the World in 80 Days ,68722,3175,Cécile De France,0,19th century|around the world|inventor|martial arts|train,191,English,1000,5.8,2.35,0
Jerome Robbins,120,152,249,George Chakiris,804,43650000,Rita Moreno,West Side Story ,71919,1802,Richard Beymer,0,dance|gang|new york city|puerto rican|tragedy,316,English,271,7.6,2.2,0
Harold Ramis,71,98,484,Rodney Dangerfield,13000,39800000,Bill Murray,Caddyshack ,81599,14921,Brian Doyle-Murray,3,caddy|country club|golf course|gopher|nudity,250,English,573,7.4,1.85,0
Gary Hardwick,52,106,578,Tatyana Ali,3000,27457409,Julie Benz,The Brothers ,3198,6419,Jenifer Lewis,4,african american|commitment|friend|friendship|playboy,43,English,685,6.3,1.85,478
Rick Famuyiwa,18,106,328,Tamala Jones,865,25047631,Omar Epps,The Wood ,6585,2724,Richard T. Jones,0,flashback|friendship|public nudity|shower|wedding,50,English,405,6.9,1.85,990
Bryan Singer,162,106,574,Chazz Palminteri,18000,23272306,Kevin Spacey,The Usual Suspects ,740918,20821,Kevin Pollak,4,criminal|dirty cop|flashback|limping|suspect,1182,English,979,8.6,2.35,28000
Stephen Hopkins,88,89,92,Kelly Jo Minter,321,22168359,Lisa Wilcox,A Nightmare on Elm Street 5: The Dream Child ,29659,584,Matthew Borlenghi,0,child|comic book|dream|murderer|nightmare,227,English,101,5.1,1.85,1000
Walt Becker,96,94,583,Curtis Armstrong,16000,21005329,Ryan Reynolds,Van Wilder: Party Liaison ,89128,19341,Erik Estrada,0,college|love|party|reporter|tuition,258,English,876,6.4,1.85,0
Darren Aronofsky,391,109,120,John D'Leo,1000,26236603,Mark Margolis,The Wrestler ,251349,1582,Ajay Naidu,0,heart attack|stripper|supermarket|wrestler|wrestling,547,English,245,7.9,2.35,10000
King Vidor,32,144,332,Lillian Gish,469,20400000,Joseph Cotten,Duel in the Sun ,6304,2037,Jennifer Jones,0,box office hit|half breed|infidelity|shooting|texas,87,English,436,6.9,1.37,403
Christopher Guest,119,90,658,Catherine O'Hara,957,18621249,John Michael Higgins,Best in Show ,45859,4611,Michael McKean,9,dog show|gay|gay character|gay couple|gay interest,340,English,925,7.5,1.85,0
John Carpenter,201,106,381,Adrienne Barbeau,742,25244700,Donald Pleasence,Escape from New York ,91017,2270,Tom Atkins,1,1990s|police|prison|rescue|year 1997,284,English,602,7.2,2.35,0
Spike Lee,22,121,182,Ossie Davis,413,14545844,Tisha Campbell-Martin,School Daze ,4756,1284,Bill Nunn,4,beauty salon|black college|college|fraternity|sorority,38,English,282,5.8,1.85,624
Fred Savage,52,89,405,Brian Doyle-Murray,555,13235267,Lochlyn Munro,Daddy Day Camp ,12339,1752,Tamala Jones,2,competition|estranged father|skunk|summer camp|wall,32,English,484,2.9,1.85,256
Sammo Kam-Bo Hung,63,86,64,Richard Norton,472,12674183,Sammo Kam-Bo Hung,Mr. Nice Guy ,19774,773,Rachel Blakely,1,chef|cook|drugs|gang|reporter,70,English,155,6.2,2.35,355
Christopher Guest,97,91,345,Christopher Guest,658,17508936,Michael McKean,A Mighty Wind ,22408,1660,Laura Harris,0,concert|mockumentary|musician|new york city|singer,272,English,378,7.3,1.85,0
Donald Petrie,34,104,658,Lili Taylor,8000,12793213,Julia Roberts,Mystic Pizza ,18286,10430,Conchata Ferrell,4,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,73,English,960,6.2,1.85,0
,10,,502,Tuppence Middleton,1000,,Jim Broadbent,War & Peace             ,9277,4528,Lily James,1,male frontal nudity|male nudity|tv mini series,44,English,888,8.2,16.0,11000
Peter Howitt,88,99,161,Kevin McNally,711,11883495,Jeanne Tripplehorn,Sliding Doors ,52805,1462,John Lynch,1,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate,278,English,427,6.8,1.85,0
Rusty Cundieff,25,98,360,Clarence Williams III,1000,11797927,Corbin Bernsen,Tales from the Hood ,4582,3221,David Alan Grier,0,child abuse|death|drugs|ku klux klan|police brutality,52,English,475,6.1,1.85,985
Kevin Macdonald,252,121,25,Simon McBurney,1000,17605861,David Oyelowo,The Last King of Scotland ,145580,1184,Abby Mukiibi Nkaaga,1,1970s|assassination|doctor|scottish|ugandan,351,English,149,7.7,2.35,0
