num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,budget,title_year,actor_2_facebook_likes,aspect_ratio
35,96,22,794,Vanity,1000,Action|Comedy|Crime|Thriller,Action Jackson ,5282,Carl Weathers,2,murder|power|psychotronic|tough cop|union,65,English,USA,7000000,1988,841,1.85
342,100,197,159,Shauna Macdonald,513,Adventure|Horror|Thriller,The Descent ,1379,Craig Conway,0,cave|expedition|friendship between women|group of friends|survival horror,1100,English,UK,3500000,2005,239,2.35
14,46,0,69,Michael Jordan,13000,Documentary|Sport,Michael Jordan to the Max ,13448,Bob Costas,0,basketball|basketball player|character name in title|chicago bulls|imax,13,English,USA,,2000,366,1.44
137,89,14,270,Allison Miller,971,Horror|Mystery,Devil's Due ,2517,Vanessa Ray,0,eiffel tower at night|honeymoon|implied insemination|party|taxi driver,120,English,USA,7000000,2014,479,1.85
50,92,737,380,Mary Tyler Moore,718,Comedy,Flirting with Disaster ,2240,David Patrick Kelly,3,adoption|armpit fetish|mistaken identity|new mexico|overalls,105,English,USA,7000000,1996,524,1.85
261,109,0,597,Ken Foree,1000,Crime|Horror,The Devil's Rejects ,3544,Lew Temple,0,escape|police|road trip|sheriff|texas,687,English,USA,7000000,2005,649,1.85
96,44,,970,Alyson Hannigan,4000,Action|Drama|Fantasy|Romance,Buffy the Vampire Slayer             ,7970,Emma Caulfield,0,action heroine|coming of age|destiny|double life|vampire,665,English,USA,2300000,,3000,1.33
180,103,44,190,Rick Fox,637,Comedy|Crime|Drama,Dope ,1342,Kiersey Clemons,3,african american|geek|hip hop|party|tomboy,89,English,USA,7000000,2015,256,2.35
28,95,48,826,Omar Epps,1000,Crime|Drama|Thriller,In Too Deep ,4837,Nia Long,1,cunnilingus|oral sex|police|sex scene|undercover,29,English,USA,7000000,1999,865,2.35
750,143,0,393,Helen McCrory,883,Action|Adventure|Thriller,Skyfall ,2039,Rory Kinnear,0,brawl|childhood home|computer cracker|intelligence agency|terrorist cell,1498,English,UK,200000000,2012,563,2.35
202,105,0,303,Matthew McGrory,1000,Horror,House of 1000 Corpses ,2444,Erin Daniels,0,actor playing multiple roles|axe|dark comedy|masked man|sadism,922,English,USA,7000000,2003,340,1.85
8,79,0,23,Elizabeth MacRae,246,Horror,Alien Zone ,345,Charles Aidman,0,affair|child murderer|mortician|strangulation|supernatural power,21,English,USA,350000,1978,29,
341,106,1000,98,Fred Melamed,816,Comedy|Drama,A Serious Man ,1120,Peter Breitmayer,1,bar mitzvah|jewish|marital breakup|nose job|rabbi,324,English,USA,7000000,2009,105,1.85
160,100,11,970,Robert Duvall,13000,Drama|Mystery,Get Low ,19330,Bill Cobbs,1,funeral|funeral home|hermit|party|secret,97,English,USA,7500000,2009,3000,2.35
31,103,49,304,Richard E. Grant,687,Action|Fantasy|Horror|Thriller,Warlock ,1990,Lori Singer,0,17th century|book|death|warlock|witch hunter,79,English,USA,7000000,1989,554,1.85
71,116,107,658,Nate Parker,893,Drama|Music,Beyond the Lights ,3110,Darryl Stephens,1,domestic abuse|public humiliation|sex symbol|singer|suicide attempt,37,English,USA,7000000,2014,664,
281,99,192,292,Teddy Sears,14000,Drama|Romance,A Single Man ,14816,Keri Lynn Pratt,2,car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation,247,English,USA,7000000,2009,343,2.35
114,164,17000,159,Barbara Hershey,883,Drama,The Last Temptation of Christ ,1934,Roberts Blossom,0,carpenter|exorcism|faith|reference to jesus christ|temptation,308,English,USA,7000000,1988,618,1.85
72,96,30,407,George Wendt,761,Comedy|Drama|Romance,Outside Providence ,2018,Shawn Hatosy,3,class|cornwall connecticut|dog|friend|pawtucket rhode island,100,English,USA,7000000,1999,412,1.85
119,122,98,397,Martin Henderson,729,Comedy|Drama|Musical|Romance,Bride & Prejudice ,2321,Anupam Kher,1,bollywood|india|jane austen|london england|travel,276,English,UK,7000000,2004,579,2.35
74,94,176,46,David Gulpilil,116,Adventure|Biography|Drama|History,Rabbit-Proof Fence ,312,Deborah Mailman,1,aborigine|based on true story|colonialism|fence|half caste,249,Aboriginal,Australia,6000000,2002,93,2.35
25,93,70,442,Faizon Love,692,Comedy|Sport,Who's Your Caddy? ,3128,Lil' Wayne,0,2000s|golf caddy|golf course|golfer|question mark in title,46,English,USA,7000000,2007,585,1.85
39,96,6,38,Alun Armstrong,206,Action|Crime|Horror|Sci-Fi|Thriller,Split Second ,493,Alastair Duncan,0,appearing from water|breasts|creature|partner|water,75,English,UK,7000000,1992,192,1.85
27,60,,346,Xander Berkeley,787,Action|Crime|Drama|Thriller,Nikita             ,2352,Aaron Stanford,1,assassin|death|female protagonist|rogue|training,83,English,USA,,,485,16.0
27,113,7,35,Nathaniel Lees,11000,Adventure|Biography|Drama,The Other Side of Heaven ,11116,Miriama Smith,2,1950s|idaho|love|missionary|mormon,85,English,USA,7000000,2001,43,1.85
11,60,,652,Ashley Scott,10000,Action|Drama|Mystery|Sci-Fi,Dark Angel             ,12051,John Savage,1,cat burglar|female lead|future|mixed martial arts|post apocalypse,160,English,USA,,,794,1.33
29,192,147,397,Preity Zinta,8000,Drama|Musical|Romance,Veer-Zaara ,9984,Anupam Kher,0,fair|pakistan|prison|rescue|stranded,119,Hindi,India,7000000,2004,860,2.35
158,99,342,501,Randy Couture,1000,Drama|Sport,Redbelt ,2158,Jose Pablo Cantillo,0,bar|debt|fight|instructor|jujitsu,119,English,USA,7000000,2008,518,2.35
223,91,157,224,Tim Guinee,490,Comedy|Drama|Romance,Cyrus ,1136,Katie Aselton,2,21 year old|forename as title|musician|party|rearview mirror,126,English,USA,7000000,2010,259,1.85
25,100,0,359,Cheryl Ladd,655,Drama|Family,A Dog of Flanders ,1906,Jack Warden,0,artist|box office flop|dog|drawing|flanders,20,English,USA,7000000,1999,476,1.85
97,105,261,617,Michael McKean,783,Biography|Crime|Drama,Auto Focus ,2684,Kurt Fuller,3,friendship|photography|radio|sex addict|video,147,English,USA,7000000,2002,658,1.85
117,99,60,628,Jimmy Fallon,4000,Biography|Drama,Factory Girl ,6526,Beth Grant,0,andy warhol|female nudity|public nudity|singer|socialite,106,English,USA,7000000,2006,787,1.85
389,112,159,77,Siobhan Fallon Hogan,3000,Drama|Thriller,We Need to Talk About Kevin ,3547,Ashley Gerasimovich,0,archery|defiance|mental illness|psychopath|toilet training,301,English,UK,7000000,2011,294,2.35
9,100,0,149,Hans Matheson,2000,Drama|Family,The Christmas Candle ,2909,Lesley Manville,0,angel|candle|christmas|miracle|village,34,English,UK,,2013,627,
34,99,2,455,Marley Shelton,1000,Drama|Sport,The Mighty Macs ,2589,Jennifer Butler,2,basketball|catholic|coach|college|nun,12,English,USA,7000000,2009,690,2.35
7,100,161,172,Shelley Long,10000,Comedy|Drama|Family,Losin' It ,11059,Rick Rossovich,0,apostrophe in title|bare breasts|friendship between men|teen sex comedy|two word title,16,English,Canada,7000000,1983,422,
161,125,127,798,Jimmy Smits,6000,Drama|Romance,Mother and Child ,8876,Carla Gallo,6,adoption|baby|girl|lawyer|sex,65,English,USA,4825000,2009,941,2.35
6,107,6,375,Terence Hill,963,Adventure|Drama|Romance|War,March or Die ,2209,Jack O'Halloran,1,arab|bare chested male|foreign legion|french foreign legion|morocco,26,English,UK,9000000,1977,750,1.85
16,107,8,39,Isabelle Nanty,106,Comedy|Fantasy|Sci-Fi,Les visiteurs ,215,Valérie Lemercier,1,distant past|future time travel|nobleman|squire|trapped in the past,78,French,France,50000000,1993,54,2.35
301,97,0,106,Chris Pontius,227,Comedy|Drama,Somewhere ,684,Erin Wasson,0,actor|boredom|luxury hotel|party|trip,198,English,USA,7000000,2010,218,1.85
52,105,10,184,Susie Abromeit,756,Comedy,I Hope They Serve Beer in Hell ,1417,Derek Wayne Johnson,1,bachelor party|bare butt|loud sex|sex standing up|topless female nudity,72,English,USA,,2009,216,2.35
12,95,43,611,Raquel Welch,1000,Comedy,Chairman of the Board ,5213,Larry Miller,1,box office flop|company|invention|roommate|surfer,62,English,USA,10000000,1998,788,1.85
134,106,58,973,Natalie Portman,23000,Drama,Hesher ,44969,Rainn Wilson,0,bully|car|car accident|fire|vomiting,99,English,USA,7000000,2010,20000,2.35
151,93,47,13,Mark Wingett,554,Comedy|Crime|Drama,Dom Hemingway ,1105,Richard Graham,2,male frontal nudity|male nudity|male rear nudity|nudity|sex scene,66,English,UK,,2013,524,2.35
103,103,835,,Casey Affleck,13000,Adventure|Drama|Mystery,Gerry ,13000,,0,desert|friend|friendship|minimal dialogue|water,290,English,USA,3500000,2002,0,2.35
39,96,5,52,Luke Newberry,766,Drama|Romance,The Heart of Me ,1251,Eleanor Bron,3,1930s|car accident|hospital|marital rape|painter,25,English,UK,7000000,2002,358,1.85
133,103,6,935,Josh Charles,7000,Biography|Drama|Romance,Freeheld ,9660,Luke Grimes,0,cancer|gay bar|lesbian kiss|partner|public hearing,25,English,USA,7000000,2015,1000,1.85
104,108,30,281,Marian Seldes,474,Comedy,The Extra Man ,2029,Dan Hedaya,4,co worker|escort|magazine|teacher|writer,29,English,USA,7000000,2010,403,2.35
121,177,23,0,Yuriy Tsurilo,4,Drama|Sci-Fi,Hard to Be a God ,8,Valentin Golubenko,0,fictional war|hanging|male full frontal nudity|medieval times|nudity,28,Russian,Russia,7000000,2013,4,1.66
27,118,0,410,Mike Starr,26000,Comedy|Crime|Thriller,Ca$h ,27756,Paul Sanchez,2,cash|financial problem|heist|land rover|mortgage,38,English,USA,7000000,2010,854,1.85
49,97,554,530,Julie Walters,876,Drama,Wah-Wah ,2544,Miranda Richardson,3,alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife,50,English,UK,7000000,2005,838,2.35
100,102,78,184,David Della Rocco,12000,Action|Crime|Thriller,The Boondock Saints ,12680,Bob Marley,2,fbi|fbi agent|friend|irish|mafia,876,English,Canada,7000000,1999,333,2.35
12,92,4,4,Louis Koo,91,Action|Crime,Z Storm ,198,Stephen Au,1,,1,Cantonese,Hong Kong,7000000,2014,82,2.35
112,88,0,507,Bruce Dern,1000,Comedy|Fantasy|Horror|Mystery,Twixt ,3150,Joanne Whalley,0,ghost|hotel|murder|stake|what happened to epilogue,70,English,USA,7000000,2011,844,1.85
10,80,0,26,Wendee Lee,99,Adventure|Animation|Family,Snow Queen ,218,Ivan Okhlobystin,1,3d,9,Russian,Russia,7000000,2012,62,
2,45,24,29,Kate Higgins,122,Action|Adventure|Animation|Comedy|Drama|Family|Fantasy|Thriller,Alpha and Omega 4: The Legend of the Saw Toothed Cave ,236,Cindy Robinson,0,blindness|cave|spirit|wolf|wolf cub,6,,USA,7000000,2014,35,
38,115,16000,240,Chris Penn,16000,Western,Pale Rider ,17209,Sydney Penny,0,gold|miner|preacher|prospector|sheriff,138,English,USA,6900000,1985,455,2.35
18,97,49,687,Christopher Judge,878,Action|Adventure|Drama|Fantasy|Sci-Fi,Stargate: The Ark of Truth ,4334,Julian Sands,5,2000s|evil god|space opera|stargate|wormhole,42,English,USA,,2008,847,1.78
152,102,0,787,Adam Goldberg,14000,Comedy,Dazed and Confused ,18643,Cole Hauser,1,football|hazing|high school|last day of school|pledge,408,English,USA,6900000,1993,1000,1.85
44,111,197,578,Corbin Bleu,755,Comedy|Drama|Family|Music|Musical|Romance,High School Musical 2 ,3009,Olesya Rulin,5,2000s|basketball|country club|lifeguard|talent show,162,English,USA,7000000,2007,632,1.78
6,96,16,63,Justin Edward Seale,149,Drama|Romance,Two Lovers and a Bear ,414,John Ralston,0,,6,English,Canada,8700000,2016,147,2.35
46,94,0,493,Edi Gathegi,15000,Crime|Drama|Thriller,Criminal Activities ,17377,Travis Aaron Wade,3,african american gangster|falling to death|in over one's head|murder|surveillance,38,English,USA,7000000,2015,725,2.35
63,125,4,36,Johanna Wokalek,177,Biography|Drama|Romance|War,Aimee & Jaguar ,333,Maria Schrader,1,lesbian mother|lesbian parent|lesbian relationship|lesbian romance|lesbianism,51,German,Germany,15000000,1999,66,1.85
74,108,3,436,John Heard,710,Comedy|Drama,The Chumscrubber ,2119,Tim DeKay,1,chumscrubber|death|friend|pills|school,129,English,USA,6800000,2005,697,2.35
25,101,0,83,Jason Cerbone,240,Crime|Thriller,Shade ,490,Mark De Alessandro,8,bar|strip club|stripper|texas hold 'em|thong,65,English,USA,6800000,2003,83,2.35
224,101,13,261,Nolan Gerard Funk,34000,Drama|Horror|Thriller,House at the End of the Street ,35717,Gil Bellows,1,brother sister relationship|death of sister|female protagonist|mother daughter relationship|murder,160,English,Canada,6900000,2012,924,2.35
226,139,777,58,Mélissa Désormeaux-Poulin,131,Drama|Mystery|War,Incendies ,343,Ahmad Massad,0,brother sister relationship|family relationships|middle east|mother son relationship|twin brother and sister,156,French,Canada,6800000,2010,66,1.85
36,125,125,11,Silvio Muccino,60,Comedy|Drama|Romance,"Remember Me, My Love ",132,Giulia Michelini,1,box office hit|dancer|sex scene|television|underage sex,21,Italian,Italy,5000000,2003,29,2.35
54,88,11,415,Brendan Coyle,1000,Action|Comedy|Crime|Drama|Romance|Thriller,Perrier's Bounty ,2728,Michael McElhatton,8,burglary|estranged father|money|neighbor|thug,31,English,Ireland,,2009,418,2.35
142,115,294,15,Fernanda Machado,585,Action|Crime|Drama|Thriller,Elite Squad ,666,André Ramiro,1,brazil|military police|police|rio de janeiro brazil|slum,107,Portuguese,Brazil,4000000,2007,39,1.85
271,99,40,300,Annabelle Wallis,1000,Horror|Mystery,Annabelle ,2323,Gabriel Bateman,0,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,291,English,USA,6500000,2014,421,2.35
33,88,3,38,Magda Szubanski,46,Comedy|Drama|Musical,Bran Nue Dae ,225,Jessica Mauboy,7,australia|journey|love|priest|traveling,31,English,Australia,6500000,2009,46,2.35
64,112,309,15,Lloyd Avery II,27,Crime|Drama,Boyz n the Hood ,106,Na'Blonka Durden,2,drugs|escape|football|friend|violence,183,English,USA,6000000,1991,26,1.85
18,108,7,51,Rosanna DeSoto,699,Biography|Drama|Music,La Bamba ,936,Danielle von Zerneck,1,crash|hispanic|interracial relationship|interracial romance|racism,63,English,USA,6500000,1987,63,1.85
6,107,0,146,Len Cariou,804,Comedy|Drama,The Four Seasons ,1285,Sandy Dennis,2,directed by star|friendship|reference to isaac newton|skinny dipping|written and directed by cast member,33,English,USA,,1981,167,1.85
121,104,0,517,David Margulies,754,Mystery|Romance|Thriller,Dressed to Kill ,2442,Nancy Allen,0,apartment|elevator|murder|psychiatrist|sunglasses,201,English,USA,6500000,1980,567,2.35
14,108,208,689,Frances Conroy,876,Adventure|Comedy|Drama|Family,The Adventures of Huck Finn ,4840,Anne Heche,0,boy|lesson|mississippi river|river|slave,54,English,USA,6500000,1993,827,1.85
137,102,218,376,Jay Mohr,900,Comedy|Crime,Go ,2475,Scott Wolf,3,drug deal|drugs|sex|sex on stairs|strip club,418,English,USA,6500000,1999,563,2.35
111,88,132,180,Marin Hinkle,435,Comedy|Drama|Romance,Friends with Money ,1140,Jake Cherry,2,friend|friendship|marital problem|money problems|nervous breakdown,166,English,USA,6500000,2006,230,2.35
57,115,338,45,Paula Kelly,116,Sci-Fi|Thriller,The Andromeda Strain ,394,Eric Christmas,0,alien|baby|new mexico|satellite|scientist,171,English,USA,6500000,1971,112,2.35
97,91,38,91,Bob Gunton,730,Horror|Sci-Fi|Thriller,Bats ,1405,Ned Bellamy,0,animal attack|bat|creature feature|experiment|mad scientist,160,English,USA,6500000,1999,461,2.35
73,141,11,8,Juliane Köhler,56,Biography|Drama,Nowhere in Africa ,105,Matthias Habich,0,breasts|farm|jew|kenya|tween girl,84,English,Germany,7000000,2001,36,2.35
486,101,0,726,Nicole Beharie,13000,Drama,Shame ,15230,James Badge Dale,0,female frontal nudity|female nudity|male nudity|sex addict|sex addiction,375,English,UK,6500000,2011,898,2.35
149,105,905,466,Sally Hawkins,27000,Crime|Drama|Thriller,Layer Cake ,29277,Jamie Foreman,1,cake|cocaine|drugs|pills|serbian,263,English,UK,4000000,2004,594,2.35
4,100,0,266,Eric Johnson,1000,Drama|Western,The Work and the Glory II: American Zion ,1942,Brenda Strong,2,estrangement|missouri|mormon|mormon church|mormon temple,21,English,USA,6500000,2005,373,2.35
200,116,129,782,Julia Ormond,10000,Drama|Thriller,The East ,13180,Jason Ritter,4,anarchist|corporation|greedy institution|vomiting|watching television,119,English,UK,6500000,2013,918,2.35
84,97,15,874,Matt Frewer,18000,Drama|Romance,A Home at the End of the World ,21107,Sissy Spacek,2,hand job|hugging|long hair|new york city|two men one woman,135,English,USA,6500000,2004,986,2.35
28,106,19,0,Sara-Marie Maltha,844,Drama,Aberdeen ,846,Stellan Skarsgård,0,death|ferry|lawyer|norway|vomiting,35,English,UK,6500000,2000,2,1.85
217,105,38,706,Yaya DaCosta,12000,Drama|Romance|War,The Messenger ,14462,Eamonn Walker,0,captain|casualty notification|casualty notification team|sergeant|staff sergeant,92,English,USA,6500000,2009,712,2.35
12,102,9,368,Jed Brophy,1000,Action|Adventure|Drama|Western,Tracker ,1904,Temuera Morrison,0,one word title,18,English,New Zealand,6500000,2010,433,2.35
183,122,210,471,Samantha Morton,845,Biography|Drama|Music,Control ,2614,Alexandra Maria Lara,1,band|employment agency|singer|stage fright|suicide,143,English,UK,4500000,2007,631,2.35
204,107,0,255,Brian Thompson,2000,Action|Sci-Fi,The Terminator ,3582,Paul Winfield,1,cyborg|future war|robot|shootout in a police station|urban setting,692,English,UK,6500000,1984,663,1.85
153,121,31,43,Chulpan Khamatova,65,Drama|Romance,Good Bye Lenin! ,200,Burghart Klaußner,2,coma|east germany|german democratic republic|germany|heart attack,225,German,Germany,4800000,2003,51,1.85
145,98,0,27,Mark Bazeley,1000,Biography|Drama|Sport,The Damned United ,1163,Maurice Roëves,2,cup|derby county|flashback|football|leeds united,75,English,UK,10000000,2009,54,1.85
203,108,228,358,Clu Gulager,431,Comedy|Horror|Sci-Fi,The Return of the Living Dead ,2020,Beverly Randolph,0,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,300,English,USA,4000000,1985,426,1.85
10,55,,5,Fortunato Cerlino,18,Crime|Drama|Thriller,Gomorrah             ,39,Marco D'Amore,5,,25,Italian,Italy,,,9,1.85
93,123,0,781,Jason Mewes,1000,Comedy|Romance,Mallrats ,3254,Joey Lauren Adams,6,comic|ex girlfriend|jay and silent bob|mall|teenager,434,English,USA,6000000,1995,898,1.85
124,110,116,898,Stockard Channing,1000,Musical|Romance,Grease ,5127,Sid Caesar,2,automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959,350,English,USA,6000000,1978,944,2.35
120,120,0,576,Tom Berenger,40000,Drama|War,Platoon ,42028,Kevin Dillon,0,1960s|famous score|hero|vietnam|vietnam war,505,English,UK,6000000,1986,854,1.85
288,122,909,282,Stevie Wonder,503,Documentary|Drama|War,Fahrenheit 9/11 ,1448,Ricky Martin,0,anti war|interview|iraq|paranoia|war on terrorism,1416,English,USA,6000000,2004,328,1.85
130,110,131,399,Ted Cassidy,640,Biography|Crime|Drama|Western,Butch Cassidy and the Sundance Kid ,2169,Kenneth Mars,1,bolivia|gang|outlaw|posse|train,309,English,USA,6000000,1969,566,2.35
145,139,55,266,Glynis Johns,382,Comedy|Family|Fantasy|Musical,Mary Poppins ,2045,Elsa Lanchester,2,banker|female protagonist|live action and animation|magic|nanny,259,English,USA,6000000,1964,279,1.66
62,124,0,535,Elizabeth McGovern,2000,Drama,Ordinary People ,5122,Judd Hirsch,3,choir|death|friend|suicide|therapy,283,English,USA,6000000,1980,553,1.85
188,120,153,447,Steve Coogan,1000,Action|Adventure|Comedy,Around the World in 80 Days ,3175,Cécile De France,0,19th century|around the world|inventor|martial arts|train,191,English,USA,110000000,2004,1000,2.35
120,152,34,249,George Chakiris,804,Crime|Drama|Musical|Romance|Thriller,West Side Story ,1802,Richard Beymer,0,dance|gang|new york city|puerto rican|tragedy,316,English,USA,6000000,1961,271,2.2
71,98,11000,484,Rodney Dangerfield,13000,Comedy|Sport,Caddyshack ,14921,Brian Doyle-Murray,3,caddy|country club|golf course|gopher|nudity,250,English,USA,6000000,1980,573,1.85
52,106,10,578,Tatyana Ali,3000,Comedy|Drama,The Brothers ,6419,Jenifer Lewis,4,african american|commitment|friend|friendship|playboy,43,English,USA,6000000,2001,685,1.85
18,106,44,328,Tamala Jones,865,Comedy|Drama|Romance,The Wood ,2724,Richard T. Jones,0,flashback|friendship|public nudity|shower|wedding,50,English,USA,6000000,1999,405,1.85
162,106,0,574,Chazz Palminteri,18000,Crime|Drama|Mystery|Thriller,The Usual Suspects ,20821,Kevin Pollak,4,criminal|dirty cop|flashback|limping|suspect,1182,English,USA,6000000,1995,979,2.35
88,89,81,92,Kelly Jo Minter,321,Fantasy|Horror|Romance|Thriller,A Nightmare on Elm Street 5: The Dream Child ,584,Matthew Borlenghi,0,child|comic book|dream|murderer|nightmare,227,English,USA,8000000,1989,101,1.85
96,94,12,583,Curtis Armstrong,16000,Comedy|Romance,Van Wilder: Party Liaison ,19341,Erik Estrada,0,college|love|party|reporter|tuition,258,English,Germany,6000000,2002,876,1.85
391,109,0,120,John D'Leo,1000,Drama|Sport,The Wrestler ,1582,Ajay Naidu,0,heart attack|stripper|supermarket|wrestler|wrestling,547,English,USA,6000000,2008,245,2.35
32,144,54,332,Lillian Gish,469,Drama|Romance|Western,Duel in the Sun ,2037,Jennifer Jones,0,box office hit|half breed|infidelity|shooting|texas,87,English,USA,8000000,1946,436,1.37
119,90,378,658,Catherine O'Hara,957,Comedy,Best in Show ,4611,Michael McKean,9,dog show|gay|gay character|gay couple|gay interest,340,English,USA,6000000,2000,925,1.85
201,106,0,381,Adrienne Barbeau,742,Action|Sci-Fi,Escape from New York ,2270,Tom Atkins,1,1990s|police|prison|rescue|year 1997,284,English,UK,6000000,1981,602,2.35
22,121,0,182,Ossie Davis,413,Comedy|Drama|Musical,School Daze ,1284,Bill Nunn,4,beauty salon|black college|college|fraternity|sorority,38,English,USA,6500000,1988,282,1.85
52,89,0,405,Brian Doyle-Murray,555,Comedy|Family,Daddy Day Camp ,1752,Tamala Jones,2,competition|estranged father|skunk|summer camp|wall,32,English,USA,6000000,2007,484,1.85
63,86,472,64,Richard Norton,472,Action|Comedy|Crime,Mr. Nice Guy ,773,Rachel Blakely,1,chef|cook|drugs|gang|reporter,70,English,Hong Kong,,1997,155,2.35
97,91,378,345,Christopher Guest,658,Comedy|Music,A Mighty Wind ,1660,Laura Harris,0,concert|mockumentary|musician|new york city|singer,272,English,USA,,2003,378,1.85
34,104,80,658,Lili Taylor,8000,Comedy|Drama|Romance,Mystic Pizza ,10430,Conchata Ferrell,4,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,73,English,USA,6000000,1988,960,1.85
10,,,502,Tuppence Middleton,1000,Drama|History|Romance|War,War & Peace             ,4528,Lily James,1,male frontal nudity|male nudity|tv mini series,44,English,UK,,,888,16.0
88,99,29,161,Kevin McNally,711,Comedy|Drama|Fantasy|Romance,Sliding Doors ,1462,John Lynch,1,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate,278,English,UK,9000000,1998,427,1.85
25,98,38,360,Clarence Williams III,1000,Comedy|Horror|Thriller,Tales from the Hood ,3221,David Alan Grier,0,child abuse|death|drugs|ku klux klan|police brutality,52,English,USA,6000000,1995,475,1.85
252,121,162,25,Simon McBurney,1000,Biography|Drama|History|Thriller,The Last King of Scotland ,1184,Abby Mukiibi Nkaaga,1,1970s|assassination|doctor|scottish|ugandan,351,English,UK,6000000,2006,149,2.35
137,96,2,120,Tamara Glynn,742,Horror|Thriller,Halloween 5 ,1308,Troy Evans,1,cat|halloween|kitten|michael myers|psychotronic,287,English,USA,3000000,1989,256,1.85
231,99,0,84,Brandon Smith,11000,Comedy|Crime|Drama,Bernie ,11328,Rick Dial,1,funeral|stockbroker|texas|vacation|widow,136,English,USA,5000000,2011,106,1.85
9,42,0,,Daryl Hannah,844,Adventure|Documentary|Short,Dolphins and Whales 3D: Tribes of the Ocean ,844,,0,3d in title|animal in title|digit in title|dolphin|manatee,5,English,UK,6000000,2008,0,1.78
115,122,0,221,Bud Cort,697,Biography|Drama,Pollock ,1517,Amy Madigan,0,1940s|artist|drinking|life magazine|painter,148,English,USA,6000000,2000,394,1.85
67,101,112,612,Dave Chappelle,1000,Comedy|Drama|Romance,200 Cigarettes ,2697,Gaby Hoffmann,5,bartender|friend|new year's eve|party|punk,182,English,USA,6000000,1999,744,1.85
216,102,49,10000,Bradley Cooper,24000,Drama|Mystery|Romance|Thriller,The Words ,51355,Olivia Wilde,1,american in paris|book|love|novel|writer,130,English,USA,6000000,2012,14000,1.85
133,84,4,546,Adrian Martinez,8000,Comedy|Western,Casa de mi Padre ,10123,Luis E. Carazo,1,absurd humor|drug lord|mexico|ranch|spaghetti western,70,Spanish,USA,6000000,2012,806,2.35
149,104,20,130,Curtiss Cook,3000,Comedy|Drama,City Island ,3825,Dominik García-Lorido,6,anger|family reunion|father son reunion|hugging|movie making,101,English,USA,6000000,2009,591,1.85
261,96,51,28,Fionnula Flanagan,3000,Comedy|Crime|Thriller,The Guard ,3569,Wale Ojo,0,boat on fire|drug smuggling|fbi|fbi agent|small town,131,English,Ireland,6000000,2011,482,2.35
42,94,0,664,Alona Tal,1000,Comedy,College ,4484,Haley Bennett,0,college|face slap|high school|loss of virginity|pierced nipple,78,English,USA,6500000,2008,1000,1.85
152,90,0,826,Kathleen Turner,4000,Drama|Romance,The Virgin Suicides ,7103,Scott Glenn,0,catholic|five sisters|isolation|school|suicide,520,English,USA,6000000,1999,899,1.85
64,97,39,286,Annette Badland,1000,Comedy|Drama|Music|Romance,Little Voice ,2103,Brenda Blethyn,4,mother|recluse|shy|singer|talent,160,English,UK,,1998,497,1.85
76,90,138,263,Windell Middlebrooks,373,Comedy|Romance,Miss March ,1831,Raquel Alessi,2,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,73,English,USA,6000000,2009,308,1.85
149,106,0,379,Josh Gad,17000,Comedy|Drama,Wish I Was Here ,18947,Michael Weston,4,actor|dream sequence|genius recluse|jew|religion,93,English,USA,6000000,2014,1000,2.35
35,96,3,353,Dylan Baker,4000,Comedy|Drama|Fantasy|Romance,Simply Irresistible ,5668,Lawrence Gilliard Jr.,1,chef|female chef|love|magic|restaurant,190,English,Germany,6000000,1999,812,2.35
47,44,,724,Jason Dohring,937,Crime|Drama|Mystery,Veronica Mars             ,3318,Enrico Colantoni,1,best friend|high school|private detective|sheriff|student,315,English,USA,,,828,1.78
108,95,263,179,Miriam Shor,263,Comedy|Drama|Music|Musical,Hedwig and the Angry Inch ,993,Andrea Martin,0,band|rock band|sex change|song|transsexual,231,English,USA,6000000,2001,261,1.85
17,99,23,82,Ryan Bollman,97,Action|Drama,Only the Strong ,382,Todd Susman,1,capoeira|fight|fighting|martial arts|violence,50,English,USA,6000000,1993,91,1.85
12,93,10,34,Monda Scott,397,Drama|Horror|Mystery|Thriller,Goddess of Love ,546,Alexis Kendra,0,female nudity|hallucination|sex scene|strip club|stripper,5,English,USA,,2015,77,2.35
129,99,53,491,Rosario Dawson,4000,Drama|History,Shattered Glass ,8297,Cas Anvar,0,fabricated facts|journalist|stephen glass|the new republic|writer,190,English,USA,6000000,2003,3000,2.35
84,95,8,15,Lynne Thigpen,244,Comedy|Crime|Drama|Thriller,Novocaine ,489,Polly Noonan,3,dentist|drugs|murder|sex|sunflower,105,English,USA,6000000,2001,230,1.85
61,84,5,152,Tony Devon,944,Drama|Thriller,The Business of Strangers ,1407,Frederick Weller,2,airport|businesswoman|hotel|revenge|vegetarian,78,English,USA,,2001,257,1.85
